Data,DiÛxido de Enxofre,PartÌculas < 10 µm,DiÛxido de Azoto,”xidos de Azoto,MonÛxido de Azoto,,
(Hora UTC),µg/m3,µg/m3,µg/m3,µg/m3,µg/m3,,
2017-03-24 14:00:00,560,11100,11770,14898,2040,,
2017-03-24 15:00:00,540,13600,11720,14679,1930,,
2017-03-24 16:00:00,490,14430,15880,19069,2080,,
2017-03-24 17:00:00,870,9440,18680,22559,2530,,
2017-03-24 18:00:00,1010,7770,29380,33612,2760,,
2017-03-24 19:00:00,870,5270,21050,23335,1490,,
2017-03-24 20:00:00,620,4440,15710,17581,1220,,
2017-03-24 21:00:00,480,6110,8150,10312,1410,,
2017-03-24 22:00:00,470,6660,6000,8131,1390,,
2017-03-24 23:00:00,590,4160,6600,8655,1340,,
2017-03-25 00:00:00,880,3330,7320,10203,1880,,
2017-03-25 01:00:00,900,3330,5460,6947,970,,
2017-03-25 02:00:00,890,3330,6100,7281,770,,
2017-03-25 03:00:00,660,2500,7670,8605,610,,
2017-03-25 04:00:00,460,2220,5940,7259,860,,
2017-03-25 05:00:00,840,2220,8270,9650,900,,
2017-03-25 06:00:00,670,2220,9150,10545,910,,
2017-03-25 07:00:00,520,6380,12280,14672,1560,,
2017-03-25 08:00:00,880,7770,15300,19195,2540,,
2017-03-25 09:00:00,750,6110,11120,15245,2690,,
2017-03-25 10:00:00,900,5550,7190,10456,2130,,
2017-03-25 11:00:00,690,5550,7630,10083,1600,,
2017-03-25 12:00:00,390,5550,6750,10169,2230,,
2017-03-25 13:00:00,30,3890,5960,8935,1940,,
2017-03-25 14:00:00,-10,3330,5640,8262,1710,,
2017-03-25 15:00:00,140,2500,6350,9233,1880,,
2017-03-25 16:00:00,120,2220,5940,9191,2120,,
2017-03-25 17:00:00,70,7220,9960,12751,1820,,
2017-03-25 18:00:00,130,8880,12450,15609,2060,,
2017-03-25 19:00:00,380,13040,15050,16491,940,,
2017-03-25 20:00:00,200,14430,17080,19457,1550,,
2017-03-25 21:00:00,20,11100,10290,12115,1190,,
2017-03-25 22:00:00,310,9990,13050,15902,1860,,
2017-03-25 23:00:00,220,10820,19270,20788,990,,
2017-03-26 00:00:00,260,11100,13680,15305,1060,,
2017-03-26 01:00:00,110,11930,10450,11753,850,,
2017-03-26 02:00:00,640,12210,6940,8795,1210,,
2017-03-26 03:00:00,650,8050,7930,9601,1090,,
2017-03-26 04:00:00,80,6660,9160,10969,1180,,
2017-03-26 05:00:00,550,5000,7630,9347,1120,,
2017-03-26 06:00:00,100,4440,10940,12673,1130,,
2017-03-26 07:00:00,390,6110,8090,9593,980,,
2017-03-26 08:00:00,120,6660,10130,11817,1100,,
2017-03-26 09:00:00,150,9160,11520,14157,1720,,
2017-03-26 10:00:00,270,9990,8800,11821,1970,,
2017-03-26 11:00:00,120,7490,7850,9736,1230,,
2017-03-26 12:00:00,-50,6660,5800,8468,1740,,
2017-03-26 13:00:00,,5000,6160,8399,1460,,
2017-03-26 14:00:00,150,4440,6110,8364,1470,,
2017-03-26 15:00:00,-80,2780,5660,7577,1250,,
2017-03-26 16:00:00,60,2220,5180,6698,990,,
2017-03-26 17:00:00,-40,2220,6750,8360,1050,,
2017-03-26 18:00:00,330,2220,9710,11351,1070,,
2017-03-26 19:00:00,,6380,10170,11872,1110,,
2017-03-26 20:00:00,,7770,8890,10914,1320,,
2017-03-26 21:00:00,,11100,9610,10668,690,,
2017-03-26 22:00:00,30,12210,7320,8915,1040,,
2017-03-26 23:00:00,210,14710,4530,6048,990,,
2017-03-27 00:00:00,560,15540,3470,4697,800,,
2017-03-27 01:00:00,420,10550,3470,4252,510,,
2017-03-27 02:00:00,530,8880,2240,3666,930,,
2017-03-27 03:00:00,360,12210,3680,4738,690,,
2017-03-27 04:00:00,420,13320,7160,8402,810,,
2017-03-27 05:00:00,410,19150,15300,16941,1070,,
2017-03-27 06:00:00,390,21090,30350,33156,1830,,
2017-03-27 07:00:00,450,21920,43410,50126,4380,,
2017-03-27 08:00:00,540,22200,25810,32556,4400,,
2017-03-27 09:00:00,610,23870,9600,13019,2230,,
2017-03-27 10:00:00,710,24420,7120,11045,2560,,
2017-03-27 11:00:00,730,20260,7760,10919,2060,,
2017-03-27 12:00:00,360,18870,7580,10907,2170,,
2017-03-27 13:00:00,390,14710,7570,10744,2070,,
2017-03-27 14:00:00,310,13320,6700,10273,2330,,
2017-03-27 15:00:00,270,8330,8440,12258,2490,,
2017-03-27 16:00:00,270,6660,10330,14363,2630,,
2017-03-27 17:00:00,200,14990,13660,17202,2310,,
2017-03-27 18:00:00,250,17760,19770,21901,1390,,
2017-03-27 19:00:00,260,18590,31800,34943,2050,,
2017-03-27 20:00:00,200,18870,25920,27944,1320,,
2017-03-27 21:00:00,550,24700,24850,26629,1160,,
2017-03-27 22:00:00,260,26640,18770,20763,1300,,
2017-03-27 23:00:00,500,22480,16900,19108,1440,,
2017-03-28 00:00:00,970,21090,9150,11036,1230,,
2017-03-28 01:00:00,1550,16930,6780,8175,910,,
2017-03-28 02:00:00,950,15540,11250,12845,1040,,
2017-03-28 03:00:00,960,12210,13080,14675,1040,,
2017-03-28 04:00:00,410,11100,11740,13212,960,,
2017-03-28 05:00:00,980,11930,15020,17335,1510,,
2017-03-28 06:00:00,710,12210,15760,19195,2240,,
2017-03-28 07:00:00,740,12210,17230,23302,3960,,
2017-03-28 08:00:00,650,12210,18150,27963,6400,,
2017-03-28 09:00:00,590,18040,21330,34562,8630,,
2017-03-28 10:00:00,610,19980,15050,23422,5460,,
2017-03-28 11:00:00,780,13320,7600,11142,2310,,
2017-03-28 12:00:00,800,11100,5280,8040,1800,,
2017-03-28 13:00:00,770,7770,5550,8356,1830,,
2017-03-28 14:00:00,870,6660,6920,10523,2350,,
2017-03-28 15:00:00,820,4160,6880,9947,2000,,
2017-03-28 16:00:00,2630,3330,11580,15459,2530,,
2017-03-28 17:00:00,3920,,17700,22453,3100,,
2017-03-28 18:00:00,4140,,23390,26549,2060,,
2017-03-28 19:00:00,4110,9990,27550,30923,2200,,
2017-03-28 20:00:00,3870,9990,33600,35701,1370,,
2017-03-28 21:00:00,3770,16650,31210,33510,1500,,
2017-03-28 22:00:00,3530,18870,35140,37271,1390,,
2017-03-28 23:00:00,1750,26360,32780,35509,1780,,
2017-03-29 00:00:00,110,28860,30510,32994,1620,,
2017-03-29 01:00:00,80,23870,18430,19856,930,,
2017-03-29 02:00:00,230,22200,16610,18327,1120,,
2017-03-29 03:00:00,230,14710,16810,18435,1060,,
2017-03-29 04:00:00,230,12210,9490,11591,1370,,
2017-03-29 05:00:00,250,8050,12510,15316,1830,,
2017-03-29 06:00:00,70,6660,13170,16651,2270,,
2017-03-29 07:00:00,190,7490,13230,18918,3710,,
2017-03-29 08:00:00,10,7770,12570,20037,4870,,
2017-03-29 09:00:00,270,11930,13290,21907,5620,,
2017-03-29 10:00:00,270,13320,13330,21794,5520,,
2017-03-29 11:00:00,370,12490,14780,24348,6240,,
2017-03-29 12:00:00,920,12210,11230,18774,4920,,
2017-03-29 13:00:00,1020,13880,12950,17090,2700,,
2017-03-29 14:00:00,1100,14430,14810,19701,3190,,
2017-03-29 15:00:00,1520,10270,11400,15893,2930,,
2017-03-29 16:00:00,1450,8880,15160,19545,2860,,
2017-03-29 17:00:00,1320,8050,35420,42059,4330,,
2017-03-29 18:00:00,1020,7770,31680,35406,2430,,
2017-03-29 19:00:00,940,18590,49750,54258,2940,,
2017-03-29 20:00:00,1020,22200,44710,47930,2100,,
2017-03-29 21:00:00,930,28860,38620,41380,1800,,
2017-03-29 22:00:00,910,31080,38340,41177,1850,,
2017-03-29 23:00:00,650,43570,34070,36232,1410,,
2017-03-30 00:00:00,710,47730,28920,30898,1290,,
2017-03-30 01:00:00,720,40240,25870,27848,1290,,
2017-03-30 02:00:00,680,37740,17210,19249,1330,,
2017-03-30 03:00:00,740,27750,15050,16706,1080,,
2017-03-30 04:00:00,690,24420,15060,16532,960,,
2017-03-30 05:00:00,770,28580,21300,23830,1650,,
2017-03-30 06:00:00,750,29970,25010,30284,3440,,
2017-03-30 07:00:00,810,36630,28340,48809,13350,,
2017-03-30 08:00:00,770,38850,34230,58226,15650,,
2017-03-30 09:00:00,1140,32190,32050,53945,14280,,
2017-03-30 10:00:00,2000,29970,23480,37096,8880,,
2017-03-30 11:00:00,2030,25810,26100,40436,9350,,
2017-03-30 12:00:00,1510,24420,14270,19836,3630,,
2017-03-30 13:00:00,2040,20260,9590,12779,2080,,
2017-03-30 14:00:00,1800,18870,9720,13400,2400,,
2017-03-30 15:00:00,940,16370,11420,14993,2330,,
2017-03-30 16:00:00,700,15540,15150,18569,2230,,
2017-03-30 17:00:00,670,15540,17780,20755,1940,,
2017-03-30 18:00:00,550,15540,20160,22874,1770,,
2017-03-30 19:00:00,320,18870,23080,25487,1570,,
2017-03-30 20:00:00,150,19980,20210,21682,960,,
2017-03-30 21:00:00,30,22480,15680,17014,870,,
2017-03-30 22:00:00,40,23310,12890,15144,1470,,
2017-03-30 23:00:00,-40,24980,9600,12023,1580,,
2017-03-31 00:00:00,20,25530,6790,8584,1170,,
2017-03-31 01:00:00,120,19700,5260,6809,1010,,
2017-03-31 02:00:00,80,17760,4340,5582,810,,
2017-03-31 03:00:00,10,16100,3640,5051,920,,
2017-03-31 04:00:00,140,15540,8380,9837,950,,
2017-03-31 05:00:00,120,18870,28330,33037,3070,,
2017-03-31 06:00:00,130,19980,57020,71463,9420,,
2017-03-31 07:00:00,230,24980,59310,83183,15570,,
2017-03-31 08:00:00,390,26640,34880,47882,8480,,
2017-03-31 09:00:00,430,23310,15470,21649,4030,,
2017-03-31 10:00:00,730,22200,12510,17631,3340,,
2017-03-31 11:00:00,930,18040,8030,11495,2260,,
2017-03-31 12:00:00,810,16650,9190,13039,2510,,
2017-03-31 13:00:00,820,15820,8560,12792,2760,,
2017-03-31 14:00:00,600,15540,7520,11108,2340,,
2017-03-31 15:00:00,550,10550,8810,12766,2580,,
2017-03-31 16:00:00,560,8880,12600,16832,2760,,
2017-03-31 17:00:00,490,11380,17160,22174,3270,,
2017-03-31 18:00:00,840,12210,16960,20931,2590,,
2017-03-31 19:00:00,540,14710,18270,20923,1730,,
2017-03-31 20:00:00,470,15540,25150,27711,1670,,
2017-03-31 21:00:00,180,19700,24010,26203,1430,,
2017-03-31 22:00:00,230,21090,16630,18516,1230,,
2017-03-31 23:00:00,200,16930,14040,15773,1130,,
2017-04-01 00:00:00,130,15540,14880,16337,950,,
2017-04-01 01:00:00,130,17210,11780,12731,620,,
2017-04-01 02:00:00,140,17760,4150,5208,690,,
2017-04-01 03:00:00,190,14430,4800,7008,1440,,
2017-04-01 04:00:00,80,13320,5690,7377,1100,,
2017-04-01 05:00:00,100,18320,8250,9799,1010,,
2017-04-01 06:00:00,330,19980,12520,14360,1200,,
2017-04-01 07:00:00,210,20810,14080,16978,1890,,
2017-04-01 08:00:00,190,21090,14770,19293,2950,,
2017-04-01 09:00:00,360,16100,8620,12223,2350,,
2017-04-01 10:00:00,710,14430,10390,16354,3890,,
2017-04-01 11:00:00,680,18590,6360,9105,1790,,
2017-04-01 12:00:00,560,19980,7240,10797,2320,,
2017-04-01 13:00:00,650,15820,5530,7631,1370,,
2017-04-01 14:00:00,720,14430,8670,13255,2990,,
2017-04-01 15:00:00,500,10270,5890,8589,1760,,
2017-04-01 16:00:00,490,8880,6990,9842,1860,,
2017-04-01 17:00:00,380,13880,8400,10807,1570,,
2017-04-01 18:00:00,440,15540,9000,12435,2240,,
2017-04-01 19:00:00,320,13880,11060,16365,3460,,
2017-04-01 20:00:00,300,13320,12640,16872,2760,,
2017-04-01 21:00:00,320,10820,7140,9394,1470,,
2017-04-01 22:00:00,330,9990,6630,8547,1250,,
2017-04-01 23:00:00,200,11660,6070,7450,900,,
2017-04-02 00:00:00,1040,12210,6320,8528,1440,,
2017-04-02 01:00:00,930,12210,8290,9885,1040,,
2017-04-02 02:00:00,900,12210,5040,6466,930,,
2017-04-02 03:00:00,1200,8880,10230,11211,640,,
2017-04-02 04:00:00,900,7770,10250,12121,1220,,
2017-04-02 05:00:00,970,9440,8600,9919,860,,
2017-04-02 06:00:00,1050,9990,17480,19473,1300,,
2017-04-02 07:00:00,930,9990,4070,6079,1310,,
2017-04-02 08:00:00,1010,9990,3790,6765,1940,,
2017-04-02 09:00:00,1140,6660,4640,7277,1720,,
2017-04-02 10:00:00,1130,5550,5020,7381,1540,,
2017-04-02 11:00:00,1200,12210,6170,8731,1670,,
2017-04-02 12:00:00,620,14430,7870,11105,2110,,
2017-04-02 13:00:00,800,9440,7430,9454,1320,,
2017-04-02 14:00:00,820,7770,7160,9690,1650,,
2017-04-02 15:00:00,1110,6110,7110,9379,1480,,
2017-04-02 16:00:00,1240,5550,7930,10000,1350,,
2017-04-02 17:00:00,1310,9710,15010,19625,3010,,
2017-04-02 18:00:00,700,11100,21160,23276,1380,,
2017-04-02 19:00:00,570,13600,18380,20389,1310,,
2017-04-02 20:00:00,410,14430,19500,22306,1830,,
2017-04-02 21:00:00,330,16100,13170,15593,1580,,
2017-04-02 22:00:00,380,16650,10890,12883,1300,,
2017-04-02 23:00:00,330,12490,10880,12582,1110,,
2017-04-03 00:00:00,100,11100,8360,10369,1310,,
2017-04-03 01:00:00,210,16100,8970,10672,1110,,
2017-04-03 02:00:00,230,17760,6850,8613,1150,,
2017-04-03 03:00:00,0,11930,6410,8097,1100,,
2017-04-03 04:00:00,100,9990,10960,11757,520,,
2017-04-03 05:00:00,260,6660,20070,21818,1140,,
2017-04-03 06:00:00,350,5550,21480,24654,2070,,
2017-04-03 07:00:00,30,,21950,28696,4400,,
2017-04-03 08:00:00,190,,13710,19046,3480,,
2017-04-03 09:00:00,250,,10920,15612,3060,,
2017-04-03 10:00:00,550,,8440,12703,2780,,
2017-04-03 11:00:00,530,,8080,11913,2500,,
2017-04-03 12:00:00,530,,9020,12930,2550,,
2017-04-03 13:00:00,790,,8590,12025,2240,,
2017-04-03 14:00:00,1450,,15600,22132,4260,,
2017-04-03 15:00:00,1610,,8270,11153,1880,,
2017-04-03 16:00:00,1010,,12290,16062,2460,,
2017-04-03 17:00:00,480,,21620,27477,3820,,
2017-04-03 18:00:00,670,,28970,34965,3910,,
2017-04-03 19:00:00,350,,27950,31829,2530,,
2017-04-03 20:00:00,350,,19510,22807,2150,,
2017-04-03 21:00:00,260,,15870,18492,1710,,
2017-04-03 22:00:00,170,,12230,14683,1600,,
2017-04-03 23:00:00,180,,14750,15517,500,,
2017-04-04 00:00:00,790,,12240,13835,1040,,
2017-04-04 01:00:00,760,,9970,11795,1190,,
2017-04-04 02:00:00,970,,8860,10409,1010,,
2017-04-04 03:00:00,930,,7820,9461,1070,,
2017-04-04 04:00:00,940,,6660,8331,1090,,
2017-04-04 05:00:00,820,,9840,11220,900,,
2017-04-04 06:00:00,850,,25500,30054,2970,,
2017-04-04 07:00:00,1010,,35840,46098,6690,,
2017-04-04 08:00:00,1060,,30030,43354,8690,,
2017-04-04 09:00:00,990,,17560,24950,4820,,
2017-04-04 10:00:00,1300,,15720,22006,4100,,
2017-04-04 11:00:00,2680,,12420,16131,2420,,
2017-04-04 12:00:00,1330,,11120,13895,1810,,
2017-04-04 13:00:00,1630,,10720,13219,1630,,
2017-04-04 14:00:00,2120,,12550,15709,2060,,
2017-04-04 15:00:00,3240,,13160,16993,2500,,
2017-04-04 16:00:00,2060,,18930,23469,2960,,
2017-04-04 17:00:00,860,,20570,23867,2150,,
2017-04-04 18:00:00,520,,25540,28423,1880,,
2017-04-04 19:00:00,400,,26960,28785,1190,,
2017-04-04 20:00:00,170,,23580,25512,1260,,
2017-04-04 21:00:00,20,,21010,22927,1250,,
2017-04-04 22:00:00,240,,21770,23211,940,,
2017-04-04 23:00:00,160,,23580,25497,1250,,
2017-04-05 00:00:00,140,,27240,28973,1130,,
2017-04-05 01:00:00,250,,27070,29017,1270,,
2017-04-05 02:00:00,340,,25840,27097,820,,
2017-04-05 03:00:00,270,,22470,23666,780,,
2017-04-05 04:00:00,160,,17200,18289,710,,
2017-04-05 05:00:00,160,,11250,12645,910,,
2017-04-05 06:00:00,250,,13750,16679,1910,,
2017-04-05 07:00:00,170,,15980,20687,3070,,
2017-04-05 08:00:00,270,,11940,16770,3150,,
2017-04-05 09:00:00,770,,11920,17578,3690,,
2017-04-05 10:00:00,1270,,9470,13027,2320,,
2017-04-05 11:00:00,1290,,7880,10548,1740,,
2017-04-05 12:00:00,1930,,8760,12823,2650,,
2017-04-05 13:00:00,1900,,7610,11106,2280,,
2017-04-05 14:00:00,2060,,4010,6356,1530,,
2017-04-05 15:00:00,1530,,4970,7086,1380,,
2017-04-05 16:00:00,1870,,6030,8453,1580,,
2017-04-05 17:00:00,1960,,9940,12807,1870,,
2017-04-05 18:00:00,1240,,12130,15534,2220,,
2017-04-05 19:00:00,970,,14910,17823,1900,,
2017-04-05 20:00:00,660,,10410,12327,1250,,
2017-04-05 21:00:00,660,,15460,17591,1390,,
2017-04-05 22:00:00,810,,11500,13248,1140,,
2017-04-05 23:00:00,790,,8000,9426,930,,
2017-04-06 00:00:00,140,,6830,8394,1020,,
2017-04-06 01:00:00,70,,6200,7641,940,,
2017-04-06 02:00:00,-40,,5010,6390,900,,
2017-04-06 03:00:00,110,,4200,5365,760,,
2017-04-06 04:00:00,20,,4320,5424,720,,
2017-04-06 05:00:00,110,,5720,6778,690,,
2017-04-06 06:00:00,190,,10180,12833,1730,,
2017-04-06 07:00:00,110,,9570,13465,2540,,
2017-04-06 08:00:00,160,,10040,15376,3480,,
2017-04-06 09:00:00,-90,,7250,11635,2860,,
2017-04-06 10:00:00,280,,5730,8567,1850,,
2017-04-06 11:00:00,510,22200,4390,6782,1560,,
2017-04-06 12:00:00,320,18870,4620,6598,1290,,
2017-04-06 13:00:00,410,16650,5020,6998,1290,,
2017-04-06 14:00:00,280,13320,4400,6225,1190,,
2017-04-06 15:00:00,490,11100,8710,12513,2480,,
2017-04-06 16:00:00,350,18870,5740,8377,1720,,
2017-04-06 17:00:00,230,24420,6380,8557,1420,,
2017-04-06 18:00:00,120,24420,11030,14097,2000,,
2017-04-06 19:00:00,20,24420,18320,20344,1320,,
2017-04-06 20:00:00,-30,25530,22010,24264,1470,,
2017-04-06 21:00:00,-70,26640,22870,24925,1340,,
2017-04-06 22:00:00,250,21370,12340,14257,1250,,
2017-04-06 23:00:00,-30,17760,9460,11269,1180,,
2017-04-07 00:00:00,240,17760,11110,12490,900,,
2017-04-07 01:00:00,50,17760,10280,11246,630,,
2017-04-07 02:00:00,110,19150,10150,11591,940,,
2017-04-07 03:00:00,80,19980,10280,11675,910,,
2017-04-07 04:00:00,10,21090,8960,10662,1110,,
2017-04-07 05:00:00,0,22200,11540,13472,1260,,
2017-04-07 06:00:00,400,24700,22380,28682,4110,,
2017-04-07 07:00:00,570,26640,28950,38456,6200,,
2017-04-07 08:00:00,390,26640,18490,24838,4140,,
2017-04-07 09:00:00,510,26640,14310,19998,3710,,
2017-04-07 10:00:00,660,21370,10980,15243,2780,,
2017-04-07 11:00:00,940,17760,10200,14570,2850,,
2017-04-07 12:00:00,1330,19150,10210,14396,2730,,
2017-04-07 13:00:00,1170,19980,8120,11693,2330,,
2017-04-07 14:00:00,1480,18040,6120,8727,1700,,
2017-04-07 15:00:00,1810,16650,5940,8056,1380,,
2017-04-07 16:00:00,1680,17210,11270,16069,3130,,
2017-04-07 17:00:00,1710,17760,23640,28363,3080,,
2017-04-07 18:00:00,1500,28310,49060,52878,2490,,
2017-04-07 19:00:00,750,35520,40830,43590,1800,,
2017-04-07 20:00:00,360,33020,38750,40483,1130,,
2017-04-07 21:00:00,500,31080,29440,32001,1670,,
2017-04-07 22:00:00,380,33020,24590,26491,1240,,
2017-04-07 23:00:00,450,34410,22520,24360,1200,,
2017-04-08 00:00:00,930,31080,32370,34011,1070,,
2017-04-08 01:00:00,1050,28860,34740,36519,1160,,
2017-04-08 02:00:00,910,25530,35480,37274,1170,,
2017-04-08 03:00:00,970,23310,22450,24658,1440,,
2017-04-08 04:00:00,1020,29970,19930,21463,1000,,
2017-04-08 05:00:00,1010,34410,37460,39346,1230,,
2017-04-08 06:00:00,1070,34970,47670,51825,2710,,
2017-04-08 07:00:00,1090,35520,30430,36609,4030,,
2017-04-08 08:00:00,1060,35520,21620,26971,3490,,
2017-04-08 09:00:00,1900,35520,14790,19865,3310,,
2017-04-08 10:00:00,1910,27470,13200,16926,2430,,
2017-04-08 11:00:00,2200,22200,9930,12690,1800,,
2017-04-08 12:00:00,2160,24140,11970,15941,2590,,
2017-04-08 13:00:00,2650,25530,11000,14987,2600,,
2017-04-08 14:00:00,2020,22200,8120,10665,1660,,
2017-04-08 15:00:00,1970,19980,6470,8494,1320,,
2017-04-08 16:00:00,2800,21370,6520,9081,1670,,
2017-04-08 17:00:00,2370,22200,10710,12719,1310,,
2017-04-08 18:00:00,1290,29420,24980,26759,1160,,
2017-04-08 19:00:00,940,34410,27510,30178,1740,,
2017-04-08 20:00:00,650,32470,29830,31409,1030,,
2017-04-08 21:00:00,450,31080,23900,25556,1080,,
2017-04-08 22:00:00,200,30530,22240,24187,1270,,
2017-04-08 23:00:00,140,29970,29130,31522,1560,,
2017-04-09 00:00:00,920,30530,19730,21294,1020,,
2017-04-09 01:00:00,760,31080,17220,18585,890,,
2017-04-09 02:00:00,900,30530,21960,23371,920,,
2017-04-09 03:00:00,890,29970,17260,18947,1100,,
2017-04-09 04:00:00,840,28860,12380,13407,670,,
2017-04-09 05:00:00,860,27750,7140,8873,1130,,
2017-04-09 06:00:00,1140,25250,6610,8189,1030,,
2017-04-09 07:00:00,610,23310,9940,12056,1380,,
2017-04-09 08:00:00,1780,20810,8590,11871,2140,,
2017-04-09 09:00:00,3480,18870,6960,9521,1670,,
2017-04-09 10:00:00,2510,14430,5640,8645,1960,,
2017-04-09 11:00:00,1430,11100,6140,8639,1630,,
2017-04-09 12:00:00,1330,12490,5440,7832,1560,,
2017-04-09 13:00:00,1390,13320,4960,6723,1150,,
2017-04-09 14:00:00,1640,16650,5040,7110,1350,,
2017-04-09 15:00:00,1650,18870,5400,7700,1500,,
2017-04-09 16:00:00,1540,18320,6840,9171,1520,,
2017-04-09 17:00:00,2200,17760,14040,17459,2230,,
2017-04-09 18:00:00,2730,22480,19830,22084,1470,,
2017-04-09 19:00:00,3010,25530,34260,36606,1530,,
2017-04-09 20:00:00,1390,29140,35300,37447,1400,,
2017-04-09 21:00:00,1220,32190,53070,55355,1490,,
2017-04-09 22:00:00,1150,31640,42070,44063,1300,,
2017-04-09 23:00:00,1060,31080,40210,42525,1510,,
2017-04-10 00:00:00,700,25810,11230,12993,1150,,
2017-04-10 01:00:00,700,22200,6060,7486,930,,
2017-04-10 02:00:00,600,23030,5060,6639,1030,,
2017-04-10 03:00:00,480,23310,4640,6633,1300,,
2017-04-10 04:00:00,430,25250,4930,5957,670,,
2017-04-10 05:00:00,480,26640,8220,10045,1190,,
2017-04-10 06:00:00,410,28580,14950,18170,2100,,
2017-04-10 07:00:00,370,29970,18400,22693,2800,,
2017-04-10 08:00:00,420,31910,19190,25507,4120,,
2017-04-10 09:00:00,710,33300,14960,20909,3880,,
2017-04-10 10:00:00,650,27470,8910,12084,2070,,
2017-04-10 11:00:00,1170,23310,12570,16940,2850,,
2017-04-10 12:00:00,540,19980,6900,9353,1600,,
2017-04-10 13:00:00,570,17760,5360,8120,1800,,
2017-04-10 14:00:00,650,19150,5430,6749,860,,
2017-04-10 15:00:00,610,19980,5530,7707,1420,,
2017-04-10 16:00:00,610,21920,8940,11286,1530,,
2017-04-10 17:00:00,410,23310,9540,11932,1560,,
2017-04-10 18:00:00,180,34410,15210,16881,1090,,
2017-04-10 19:00:00,160,42180,37910,41038,2040,,
2017-04-10 20:00:00,20,44120,40820,43013,1430,,
2017-04-10 21:00:00,20,45510,42940,45838,1890,,
2017-04-10 22:00:00,-70,41630,31060,33544,1620,,
2017-04-10 23:00:00,-100,38850,32030,34928,1890,,
2017-04-11 00:00:00,550,38300,41340,43947,1700,,
2017-04-11 01:00:00,610,37740,20960,22248,840,,
2017-04-11 02:00:00,500,31080,14570,16119,1010,,
2017-04-11 03:00:00,460,26640,10250,11446,780,,
2017-04-11 04:00:00,420,37190,14460,15809,880,,
2017-04-11 05:00:00,380,44400,31310,33932,1710,,
2017-04-11 06:00:00,480,45790,49750,56266,4250,,
2017-04-11 07:00:00,620,46620,65420,90581,16410,,
2017-04-11 08:00:00,1160,44120,45390,61489,10500,,
2017-04-11 09:00:00,2180,42180,39620,55827,10570,,
2017-04-11 10:00:00,2860,31080,24040,33347,6070,,
2017-04-11 11:00:00,2500,23310,16270,22357,3970,,
2017-04-11 12:00:00,1720,27470,11790,15639,2510,,
2017-04-11 13:00:00,1300,29970,9790,12703,1900,,
2017-04-11 14:00:00,890,32750,12370,15467,2020,,
2017-04-11 15:00:00,990,34410,30900,38766,5130,,
2017-04-11 16:00:00,1110,34970,21960,26836,3180,,
2017-04-11 17:00:00,1160,35520,19970,23834,2520,,
2017-04-11 18:00:00,910,48560,35710,39559,2510,,
2017-04-11 19:00:00,1060,57720,53050,56684,2370,,
2017-04-11 20:00:00,1160,53280,42500,44447,1270,,
2017-04-11 21:00:00,1160,49950,39520,41099,1030,,
2017-04-11 22:00:00,1130,49400,33930,35525,1040,,
2017-04-11 23:00:00,700,48840,29920,31699,1160,,
2017-04-12 00:00:00,1030,44120,22520,23900,900,,
2017-04-12 01:00:00,780,41070,16260,18069,1180,,
2017-04-12 02:00:00,690,44400,17050,18951,1240,,
2017-04-12 03:00:00,720,46620,20760,22324,1020,,
2017-04-12 04:00:00,660,44680,20240,21543,850,,
2017-04-12 05:00:00,660,43290,37230,42397,3370,,
2017-04-12 06:00:00,650,48010,49180,64727,10140,,
2017-04-12 07:00:00,710,51060,44090,64038,13010,,
2017-04-12 08:00:00,710,48560,26460,37270,7050,,
2017-04-12 09:00:00,1260,46620,23480,31821,5440,,
2017-04-12 10:00:00,2680,36080,26050,35863,6400,,
2017-04-12 11:00:00,2570,28860,19300,27104,5090,,
2017-04-12 12:00:00,2260,35520,12850,17910,3300,,
2017-04-12 13:00:00,1890,39960,18790,24586,3780,,
2017-04-12 14:00:00,2240,35240,20170,25276,3330,,
2017-04-12 15:00:00,2170,32190,18370,22679,2810,,
2017-04-12 16:00:00,3560,38570,18330,22056,2430,,
2017-04-12 17:00:00,2950,43290,22670,26703,2630,,
2017-04-12 18:00:00,1980,46620,26310,28809,1630,,
2017-04-12 19:00:00,1530,48840,31500,33647,1400,,
2017-04-12 20:00:00,1300,56330,31510,33273,1150,,
2017-04-12 21:00:00,1080,62160,27590,29369,1160,,
2017-04-12 22:00:00,630,61610,32130,34031,1240,,
2017-04-12 23:00:00,590,61050,35450,37351,1240,,
2017-04-13 00:00:00,1240,52450,29180,31204,1320,,
2017-04-13 01:00:00,1370,46620,26040,27604,1020,,
2017-04-13 02:00:00,1040,48010,10020,10940,600,,
2017-04-13 03:00:00,990,48840,7740,8813,700,,
2017-04-13 04:00:00,980,44120,12980,14759,1160,,
2017-04-13 05:00:00,970,41070,36300,39689,2210,,
2017-04-13 06:00:00,1060,40520,40020,44589,2980,,
2017-04-13 07:00:00,1080,39960,38540,47740,6000,,
2017-04-13 08:00:00,1290,40790,21690,28206,4250,,
2017-04-13 09:00:00,1590,41070,22210,29600,4820,,
2017-04-13 10:00:00,1830,35800,31820,44914,8540,,
2017-04-13 11:00:00,2300,32190,26870,37158,6710,,
2017-04-13 12:00:00,1170,33580,13240,18346,3330,,
2017-04-13 13:00:00,1010,34410,9750,14120,2850,,
2017-04-13 14:00:00,930,29140,11700,17511,3790,,
