Data,DiÛxido de Enxofre,PartÌculas < 10 µm,DiÛxido de Azoto,”xidos de Azoto,MonÛxido de Azoto,,
(Hora UTC),µg/m3,µg/m3,µg/m3,µg/m3,µg/m3,,
2017-10-09 13:00:00,860,44400,32390,46741,9360,,
2017-10-09 14:00:00,690,43010,29930,39222,6060,,
2017-10-09 15:00:00,480,41070,42420,50178,5060,,
2017-10-09 16:00:00,1720,41630,34320,38077,2450,,
2017-10-09 17:00:00,1450,42180,47520,50648,2040,,
2017-10-09 18:00:00,1250,50230,52250,55148,1890,,
2017-10-09 19:00:00,1510,62160,52390,55472,2010,,
2017-10-09 20:00:00,1240,63830,48070,50477,1570,,
2017-10-09 21:00:00,1220,66600,51030,53330,1500,,
2017-10-09 22:00:00,1240,60220,50050,52718,1740,,
2017-10-09 23:00:00,1160,51060,46570,49637,2000,,
2017-10-10 00:00:00,1100,48840,34940,36887,1270,,
2017-10-10 01:00:00,1300,45510,48770,50717,1270,,
2017-10-10 02:00:00,1240,46340,45130,47016,1230,,
2017-10-10 03:00:00,470,47730,35880,37689,1180,,
2017-10-10 04:00:00,330,49950,38860,40209,880,,
2017-10-10 05:00:00,550,53280,44410,50006,3650,,
2017-10-10 06:00:00,800,59110,47910,74865,17580,,
2017-10-10 07:00:00,960,67710,53050,101870,31840,,
2017-10-10 08:00:00,670,63270,41750,66865,16380,,
2017-10-10 09:00:00,330,56610,26700,41787,9840,,
2017-10-10 10:00:00,110,53560,22210,32682,6830,,
2017-10-10 11:00:00,440,48840,17700,24692,4560,,
2017-10-10 12:00:00,990,48010,18200,23336,3350,,
2017-10-10 13:00:00,3080,46620,17970,21481,2290,,
2017-10-10 14:00:00,3440,47730,34150,43043,5800,,
2017-10-10 15:00:00,-90,48840,36880,44301,4840,,
2017-10-10 16:00:00,,52450,39500,43303,2480,,
2017-10-10 17:00:00,120,57720,43360,46565,2090,,
2017-10-10 18:00:00,1030,61880,61080,63518,1590,,
2017-10-10 19:00:00,240,67710,58420,60444,1320,,
2017-10-10 20:00:00,,68540,61240,63709,1610,,
2017-10-10 21:00:00,,69930,57340,59839,1630,,
2017-10-10 22:00:00,,66320,59950,62894,1920,,
2017-10-10 23:00:00,,61050,43140,46421,2140,,
2017-10-11 00:00:00,,57440,42600,44609,1310,,
2017-10-11 01:00:00,,52170,44550,46053,980,,
2017-10-11 02:00:00,,56330,46830,48900,1350,,
2017-10-11 03:00:00,1420,62160,37040,38282,810,,
2017-10-11 04:00:00,1330,57720,30720,32315,1040,,
2017-10-11 05:00:00,1270,51060,9870,11480,1050,,
2017-10-11 06:00:00,1100,46900,17810,21490,2400,,
2017-10-11 07:00:00,1030,41070,13020,14615,1040,,
2017-10-11 08:00:00,960,43290,22350,26689,2830,,
2017-10-11 09:00:00,780,46620,21660,27778,3990,,
2017-10-11 10:00:00,880,44680,13180,16569,2210,,
2017-10-11 11:00:00,1080,42180,13370,16728,2190,,
2017-10-11 12:00:00,1230,50230,14110,16885,1810,,
2017-10-11 13:00:00,1170,62160,16650,19732,2010,,
2017-10-11 14:00:00,900,61330,14640,17553,1900,,
2017-10-11 15:00:00,590,59940,14640,17293,1730,,
2017-10-11 16:00:00,530,57720,26920,29511,1690,,
2017-10-11 17:00:00,690,54390,24910,26965,1340,,
2017-10-11 18:00:00,660,59940,28400,31053,1730,,
2017-10-11 19:00:00,730,67710,22940,24151,790,,
2017-10-11 20:00:00,670,63830,19960,21371,920,,
2017-10-11 21:00:00,860,57720,18300,19741,940,,
2017-10-11 22:00:00,920,53560,19410,21403,1300,,
2017-10-11 23:00:00,1010,47730,19100,21001,1240,,
2017-10-12 00:00:00,990,48840,14230,15349,730,,
2017-10-12 01:00:00,810,49950,12030,13241,790,,
2017-10-12 02:00:00,850,49400,11070,12251,770,,
2017-10-12 03:00:00,580,48840,12060,13655,1040,,
2017-10-12 04:00:00,590,48010,12140,13259,730,,
2017-10-12 05:00:00,720,46620,34550,53440,12320,,
2017-10-12 06:00:00,880,52450,55570,103577,31310,,
2017-10-12 07:00:00,980,61050,53580,100452,30570,,
2017-10-12 08:00:00,1020,68540,51580,91123,25790,,
2017-10-12 09:00:00,860,79920,36420,55571,12490,,
2017-10-12 10:00:00,380,69380,14970,20428,3560,,
2017-10-12 11:00:00,410,54390,7670,10537,1870,,
2017-10-12 12:00:00,150,51620,7730,9923,1430,,
2017-10-12 13:00:00,40,47730,9440,12997,2320,,
2017-10-12 14:00:00,320,46070,7880,12419,2960,,
2017-10-12 15:00:00,270,43290,7690,11493,2480,,
2017-10-12 16:00:00,390,43850,9490,13155,2390,,
2017-10-12 17:00:00,420,44400,16050,20512,2910,,
2017-10-12 18:00:00,540,43850,20790,24915,2690,,
2017-10-12 19:00:00,410,43290,21490,25446,2580,,
2017-10-12 20:00:00,510,43290,24500,28456,2580,,
2017-10-12 21:00:00,470,43290,20130,22660,1650,,
2017-10-12 22:00:00,500,42460,19080,21058,1290,,
2017-10-12 23:00:00,520,41070,17390,18847,950,,
2017-10-13 00:00:00,620,36910,16350,17791,940,,
2017-10-13 01:00:00,480,31080,12990,14385,910,,
2017-10-13 02:00:00,450,34970,12730,13696,630,,
2017-10-13 03:00:00,840,41070,11410,12698,840,,
2017-10-13 04:00:00,910,43290,11920,13469,1010,,
2017-10-13 05:00:00,1060,46620,18060,19655,1040,,
2017-10-13 06:00:00,1190,44400,33210,70668,24430,,
2017-10-13 07:00:00,1320,41070,30900,91618,39600,,
2017-10-13 08:00:00,830,40790,17510,26188,5660,,
2017-10-13 09:00:00,780,39960,11330,17202,3830,,
2017-10-13 10:00:00,800,38570,12480,19732,4730,,
2017-10-13 11:00:00,680,36630,19600,30686,7230,,
2017-10-13 12:00:00,670,33300,19970,30274,6720,,
2017-10-13 13:00:00,630,28860,20980,30854,6440,,
2017-10-13 14:00:00,660,34410,27260,39066,7700,,
2017-10-13 15:00:00,540,42180,36950,48726,7680,,
2017-10-13 16:00:00,550,43010,42720,54281,7540,,
2017-10-13 17:00:00,670,44400,64780,91367,17340,,
2017-10-13 18:00:00,790,46620,62640,82021,12640,,
2017-10-13 19:00:00,830,49950,61280,99857,25160,,
2017-10-13 20:00:00,950,54390,54520,78148,15410,,
2017-10-13 21:00:00,1010,61050,52480,76522,15680,,
2017-10-13 22:00:00,870,58000,52170,72440,13220,,
2017-10-13 23:00:00,970,53280,51680,78589,17550,,
2017-10-14 00:00:00,820,51060,39950,48736,5730,,
2017-10-14 01:00:00,740,47730,34240,37429,2080,,
2017-10-14 02:00:00,650,41900,21850,23874,1320,,
2017-10-14 03:00:00,470,33300,11300,12741,940,,
2017-10-14 04:00:00,530,31080,13650,15919,1480,,
2017-10-14 05:00:00,600,27750,14880,17441,1670,,
2017-10-14 06:00:00,590,29140,12470,14295,1190,,
2017-10-14 07:00:00,610,31080,10970,14175,2090,,
2017-10-14 08:00:00,570,28490,10470,13935,2260,,
2017-10-14 09:00:00,500,,10840,15517,3050,,
2017-10-14 10:00:00,540,,13370,18951,3640,,
2017-10-14 11:00:00,550,,10800,14327,2300,,
2017-10-14 12:00:00,510,,9100,11737,1720,,
2017-10-14 13:00:00,680,26640,7310,9671,1540,,
2017-10-14 14:00:00,730,32470,9630,13218,2340,,
2017-10-14 15:00:00,520,41070,15250,18240,1950,,
2017-10-14 16:00:00,740,51060,43590,49125,3610,,
2017-10-14 17:00:00,1090,65490,71650,91997,13270,,
2017-10-14 18:00:00,880,65490,56300,69517,8620,,
2017-10-14 19:00:00,1030,65490,65880,75969,6580,,
2017-10-14 20:00:00,1350,67990,81670,115172,21850,,
2017-10-14 21:00:00,1580,72150,73180,99322,17050,,
2017-10-14 22:00:00,1360,65770,68140,84009,10350,,
2017-10-14 23:00:00,1450,56610,70780,82448,7610,,
2017-10-15 00:00:00,1200,56060,78580,109936,20450,,
2017-10-15 01:00:00,1420,55500,81420,133966,34270,,
2017-10-15 02:00:00,1320,51620,74260,116410,27490,,
2017-10-15 03:00:00,1430,45510,71330,120334,31960,,
2017-10-15 04:00:00,1210,49120,54370,76725,14580,,
2017-10-15 05:00:00,1330,54390,59690,94235,22530,,
2017-10-15 06:00:00,1150,44680,34700,47733,8500,,
2017-10-15 07:00:00,890,31080,18430,21635,2090,,
2017-10-15 08:00:00,740,,12200,15757,2320,,
2017-10-15 09:00:00,830,,15410,20500,3320,,
2017-10-15 10:00:00,940,,13570,18017,2900,,
2017-10-15 11:00:00,1330,38850,6330,8400,1350,,
2017-10-15 12:00:00,2420,48010,5300,7615,1510,,
2017-10-15 13:00:00,3490,61050,4910,7057,1400,,
2017-10-15 14:00:00,3220,57440,4670,6909,1460,,
2017-10-15 15:00:00,1790,52170,5980,7881,1240,,
2017-10-15 16:00:00,1690,51890,5380,6883,980,,
2017-10-15 17:00:00,1090,51060,8380,10619,1460,,
2017-10-15 18:00:00,500,47450,8720,10391,1090,,
2017-10-15 19:00:00,520,42180,8750,10452,1110,,
2017-10-15 20:00:00,400,42180,12870,14511,1070,,
2017-10-15 21:00:00,230,42180,10910,12750,1200,,
2017-10-15 22:00:00,480,,16590,17755,760,,
2017-10-15 23:00:00,320,,9290,10241,620,,
2017-10-16 00:00:00,1050,,5230,6963,1130,,
2017-10-16 01:00:00,2460,,4810,5745,610,,
2017-10-16 02:00:00,1870,,6280,7338,690,,
2017-10-16 03:00:00,820,,6060,7333,830,,
2017-10-16 04:00:00,1010,,5870,7143,830,,
2017-10-16 05:00:00,730,,7270,8190,600,,
2017-10-16 06:00:00,490,,15410,19841,2890,,
2017-10-16 07:00:00,590,,28580,32873,2800,,
2017-10-16 08:00:00,620,,40320,57661,11310,,
2017-10-16 09:00:00,1060,,21480,27398,3860,,
2017-10-16 10:00:00,1320,,23990,28345,2840,,
2017-10-16 11:00:00,1710,,13710,19506,3780,,
2017-10-16 12:00:00,530,,11780,16273,2930,,
2017-10-16 13:00:00,50,,8950,12415,2260,,
2017-10-16 14:00:00,80,,15750,20427,3050,,
2017-10-16 15:00:00,1110,,12610,16213,2350,,
2017-10-16 16:00:00,760,,18880,22115,2110,,
2017-10-16 17:00:00,210,,23280,26393,2030,,
2017-10-16 18:00:00,,,25410,27419,1310,,
2017-10-16 19:00:00,,,31850,34579,1780,,
2017-10-16 20:00:00,,,28280,29507,800,,
2017-10-16 21:00:00,,,16450,17477,670,,
2017-10-16 22:00:00,,,12410,13683,830,,
2017-10-16 23:00:00,,,10600,12087,970,,
2017-10-17 00:00:00,,,12710,14427,1120,,
2017-10-17 01:00:00,,,9240,10574,870,,
2017-10-17 02:00:00,,,6810,7699,580,,
2017-10-17 03:00:00,510,,8870,10311,940,,
2017-10-17 04:00:00,570,,10420,11524,720,,
2017-10-17 05:00:00,1520,,13420,16272,1860,,
2017-10-17 06:00:00,1460,,35390,41385,3910,,
2017-10-17 07:00:00,1120,,52240,85880,21940,,
2017-10-17 08:00:00,860,,39230,62873,15420,,
2017-10-17 09:00:00,750,,24620,36396,7680,,
2017-10-17 10:00:00,1010,,11710,16816,3330,,
2017-10-17 11:00:00,1680,,8860,12264,2220,,
2017-10-17 12:00:00,3400,,6930,9813,1880,,
2017-10-17 13:00:00,1540,,8210,12319,2680,,
2017-10-17 14:00:00,1230,,7460,10864,2220,,
2017-10-17 15:00:00,820,,8910,12115,2090,,
2017-10-17 16:00:00,710,,11550,15138,2340,,
2017-10-17 17:00:00,360,,15450,18915,2260,,
2017-10-17 18:00:00,320,,17240,20429,2080,,
2017-10-17 19:00:00,360,,14050,15859,1180,,
2017-10-17 20:00:00,250,,13830,16176,1530,,
2017-10-17 21:00:00,140,,10640,12465,1190,,
2017-10-17 22:00:00,200,,6160,7157,650,,
2017-10-17 23:00:00,160,,5520,7115,1040,,
2017-10-18 00:00:00,150,,6140,7106,630,,
2017-10-18 01:00:00,190,,4000,5257,820,,
2017-10-18 02:00:00,220,,4350,5745,910,,
2017-10-18 03:00:00,550,,4580,5791,790,,
2017-10-18 04:00:00,570,,6240,7467,800,,
2017-10-18 05:00:00,610,,13800,16177,1550,,
2017-10-18 06:00:00,480,,27140,31602,2910,,
2017-10-18 07:00:00,760,,48960,71852,14930,,
2017-10-18 08:00:00,870,,43290,70812,17950,,
2017-10-18 09:00:00,490,,17050,26127,5920,,
2017-10-18 10:00:00,500,,9690,14060,2850,,
2017-10-18 11:00:00,940,,6920,10753,2500,,
2017-10-18 12:00:00,3260,,6060,9970,2550,,
2017-10-18 13:00:00,4410,,8800,13063,2780,,
2017-10-18 14:00:00,5610,,9670,12752,2010,,
2017-10-18 15:00:00,560,,12470,15828,2190,,
2017-10-18 16:00:00,860,,16090,20215,2690,,
2017-10-18 17:00:00,820,,24260,28017,2450,,
2017-10-18 18:00:00,340,,20390,23625,2110,,
2017-10-18 19:00:00,,,12840,14818,1290,,
2017-10-18 20:00:00,,,12840,14895,1340,,
2017-10-18 21:00:00,,,13560,14986,930,,
2017-10-18 22:00:00,,,8880,10015,740,,
2017-10-18 23:00:00,,,7400,9347,1270,,
2017-10-19 00:00:00,,,8510,9553,680,,
2017-10-19 01:00:00,,,9770,10368,390,,
2017-10-19 02:00:00,,,7610,9159,1010,,
2017-10-19 03:00:00,170,,6350,8113,1150,,
2017-10-19 04:00:00,330,,4500,5558,690,,
2017-10-19 05:00:00,400,,3210,4789,1030,,
2017-10-19 06:00:00,450,,9380,11235,1210,,
2017-10-19 07:00:00,400,,28300,35522,4710,,
2017-10-19 08:00:00,500,,28140,38229,6580,,
2017-10-19 09:00:00,360,,21820,30912,5930,,
2017-10-19 10:00:00,,,17330,22911,3640,,
2017-10-19 11:00:00,1930,,13580,18916,3480,,
2017-10-19 12:00:00,2580,,12730,17682,3230,,
2017-10-19 13:00:00,2700,,12630,17429,3130,,
2017-10-19 14:00:00,2760,,11530,15517,2600,,
2017-10-19 15:00:00,-70,,10980,15227,2770,,
2017-10-19 16:00:00,50,,14840,18321,2270,,
2017-10-19 17:00:00,-150,,20410,23369,1930,,
2017-10-19 18:00:00,-40,,21720,24649,1910,,
2017-10-19 19:00:00,-70,,26520,29863,2180,,
2017-10-19 20:00:00,-90,,18380,20251,1220,,
2017-10-19 21:00:00,,,12610,14680,1350,,
2017-10-19 22:00:00,-200,,10150,11975,1190,,
2017-10-19 23:00:00,-110,,6960,8463,980,,
2017-10-20 00:00:00,-220,,6300,7634,870,,
2017-10-20 01:00:00,,,5140,6244,720,,
2017-10-20 02:00:00,,,4770,5767,650,,
2017-10-20 03:00:00,300,,4210,5452,810,,
2017-10-20 04:00:00,470,,7310,8981,1090,,
2017-10-20 05:00:00,370,,15210,17985,1810,,
2017-10-20 06:00:00,370,,21880,25667,2470,,
2017-10-20 07:00:00,350,,26400,33422,4580,,
2017-10-20 08:00:00,420,,21830,27687,3820,,
2017-10-20 09:00:00,1660,,14260,18584,2820,,
2017-10-20 10:00:00,3170,,10820,15221,2870,,
2017-10-20 11:00:00,3540,,10190,16798,4310,,
2017-10-20 12:00:00,2340,,8380,12597,2750,,
2017-10-20 13:00:00,1310,,7570,11557,2600,,
2017-10-20 14:00:00,270,,6830,11077,2770,,
2017-10-20 15:00:00,990,,7580,11689,2680,,
2017-10-20 16:00:00,2810,,12410,17746,3480,,
2017-10-20 17:00:00,3410,,16240,20089,2510,,
2017-10-20 18:00:00,2380,,20560,25512,3230,,
2017-10-20 19:00:00,2310,,26970,32643,3700,,
2017-10-20 20:00:00,1680,,22810,26291,2270,,
2017-10-20 21:00:00,860,,15390,18610,2100,,
2017-10-20 22:00:00,890,,16350,20275,2560,,
2017-10-20 23:00:00,810,,15090,17375,1490,,
2017-10-21 00:00:00,800,,10730,12217,970,,
2017-10-21 01:00:00,860,,7140,8459,860,,
2017-10-21 02:00:00,860,,7540,8506,630,,
2017-10-21 03:00:00,190,,7180,8069,580,,
2017-10-21 04:00:00,390,,5310,6598,840,,
2017-10-21 05:00:00,300,,5220,6999,1160,,
2017-10-21 06:00:00,260,,7940,10225,1490,,
2017-10-21 07:00:00,250,,3090,4746,1080,,
2017-10-21 08:00:00,260,,3180,4683,980,,
2017-10-21 09:00:00,290,,3950,6219,1480,,
2017-10-21 10:00:00,440,,3910,5903,1300,,
2017-10-21 11:00:00,270,,4010,5819,1180,,
2017-10-21 12:00:00,340,,2770,4963,1430,,
2017-10-21 13:00:00,280,,4650,6076,930,,
2017-10-21 14:00:00,440,,7860,12475,3010,,
2017-10-21 15:00:00,880,,8240,12825,2990,,
2017-10-21 16:00:00,1040,,11280,15727,2900,,
2017-10-21 17:00:00,980,,9900,13902,2610,,
2017-10-21 18:00:00,880,,12070,17881,3790,,
2017-10-21 19:00:00,1010,,7870,10385,1640,,
2017-10-21 20:00:00,1030,,9590,13117,2300,,
2017-10-21 21:00:00,1040,,4270,5773,980,,
2017-10-21 22:00:00,1620,,3470,5341,1220,,
2017-10-21 23:00:00,2600,,3510,4553,680,,
2017-10-22 00:00:00,3140,,2920,4392,960,,
2017-10-22 01:00:00,3600,,3380,4453,700,,
2017-10-22 02:00:00,3850,,4180,5299,730,,
2017-10-22 03:00:00,830,,6360,7694,870,,
2017-10-22 04:00:00,990,,9470,12291,1840,,
2017-10-22 05:00:00,1040,,10740,13638,1890,,
2017-10-22 06:00:00,990,,10860,14770,2550,,
2017-10-22 07:00:00,1000,,9210,12154,1920,,
2017-10-22 08:00:00,1170,,5460,7821,1540,,
2017-10-22 09:00:00,1390,,4360,5663,850,,
2017-10-22 10:00:00,2040,,4000,6530,1650,,
2017-10-22 11:00:00,3180,,4480,6105,1060,,
2017-10-22 12:00:00,,,5470,7080,1050,,
2017-10-22 13:00:00,,,4920,7097,1420,,
2017-10-22 14:00:00,,,5900,7939,1330,,
2017-10-22 15:00:00,,,8290,10835,1660,,
2017-10-22 16:00:00,,,9360,11583,1450,,
2017-10-22 17:00:00,,,12540,14472,1260,,
2017-10-22 18:00:00,,,19960,21631,1090,,
2017-10-22 19:00:00,,,19750,21958,1440,,
2017-10-22 20:00:00,,,13150,14254,720,,
2017-10-22 21:00:00,,,8330,9741,920,,
2017-10-22 22:00:00,,,10670,12019,880,,
2017-10-22 23:00:00,,,8590,9525,610,,
2017-10-23 00:00:00,,,12430,13565,740,,
2017-10-23 01:00:00,,,13900,15740,1200,,
2017-10-23 02:00:00,,,13050,14752,1110,,
2017-10-23 03:00:00,80,,7070,8910,1200,,
2017-10-23 04:00:00,-110,,6800,8410,1050,,
2017-10-23 05:00:00,10,,7830,8796,630,,
2017-10-23 06:00:00,10,,10770,13453,1750,,
2017-10-23 07:00:00,-20,,11800,14667,1870,,
2017-10-23 08:00:00,60,,10560,13381,1840,,
2017-10-23 09:00:00,0,,8430,12233,2480,,
2017-10-23 10:00:00,-40,,8710,13218,2940,,
2017-10-23 11:00:00,10,,8870,13746,3180,,
2017-10-23 12:00:00,310,,10530,15145,3010,,
2017-10-23 13:00:00,270,,9740,13328,2340,,
2017-10-23 14:00:00,610,,11680,16249,2980,,
2017-10-23 15:00:00,2070,,11120,13619,1630,,
2017-10-23 16:00:00,1060,,12670,15721,1990,,
2017-10-23 17:00:00,,,31170,35049,2530,,
2017-10-23 18:00:00,130,,82980,136859,35140,,
2017-10-23 19:00:00,710,,94850,229855,88050,,
2017-10-23 20:00:00,170,,77080,136924,39030,,
2017-10-23 21:00:00,-150,25530,67350,90809,15300,,
2017-10-23 22:00:00,,25530,23330,24894,1020,,
2017-10-23 23:00:00,,25530,16340,18257,1250,,
2017-10-24 00:00:00,,22760,13650,14846,780,,
2017-10-24 01:00:00,,19980,10880,12091,790,,
2017-10-24 02:00:00,,19430,9410,10422,660,,
2017-10-24 03:00:00,420,18870,10590,12261,1090,,
2017-10-24 04:00:00,490,20260,10380,11837,950,,
2017-10-24 05:00:00,540,22200,10580,12159,1030,,
2017-10-24 06:00:00,560,17480,14400,16945,1660,,
2017-10-24 07:00:00,620,12210,19020,22945,2560,,
2017-10-24 08:00:00,560,11660,19410,27030,4970,,
2017-10-24 09:00:00,610,11100,14720,21942,4710,,
2017-10-24 10:00:00,540,14710,14550,21496,4530,,
2017-10-24 11:00:00,610,18870,12600,17951,3490,,
2017-10-24 12:00:00,730,20810,11800,16982,3380,,
2017-10-24 13:00:00,710,23310,11430,15493,2650,,
2017-10-24 14:00:00,700,24140,10010,12632,1710,,
2017-10-24 15:00:00,120,25530,17110,21189,2660,,
2017-10-24 16:00:00,410,30800,25210,29871,3040,,
2017-10-24 17:00:00,330,37740,44810,48950,2700,,
2017-10-24 18:00:00,410,35800,58930,64250,3470,,
2017-10-24 19:00:00,370,33300,47710,49949,1460,,
2017-10-24 20:00:00,180,34690,43000,46082,2010,,
2017-10-24 21:00:00,210,36630,36170,38577,1570,,
2017-10-24 22:00:00,210,38020,38650,40429,1160,,
2017-10-24 23:00:00,250,39960,49130,54880,3750,,
2017-10-25 00:00:00,260,38570,43840,46155,1510,,
2017-10-25 01:00:00,250,36630,43290,46234,1920,,
2017-10-25 02:00:00,60,33020,25720,27836,1380,,
2017-10-25 03:00:00,300,28860,21990,23922,1260,,
2017-10-25 04:00:00,300,25810,16940,18044,720,,
2017-10-25 05:00:00,440,22200,12450,13907,950,,
2017-10-25 06:00:00,230,,20740,25049,2810,,
2017-10-25 07:00:00,390,,27490,34804,4770,,
2017-10-25 08:00:00,330,,20240,27876,4980,,
2017-10-25 09:00:00,240,,18080,26053,5200,,
2017-10-25 10:00:00,740,,14200,20885,4360,,
2017-10-25 11:00:00,760,,7620,10426,1830,,
2017-10-25 12:00:00,560,,7470,10751,2140,,
2017-10-25 13:00:00,420,,8730,12042,2160,,
2017-10-25 14:00:00,330,,7470,10383,1900,,
2017-10-25 15:00:00,340,34410,8790,11933,2050,,
2017-10-25 16:00:00,250,34410,12830,15912,2010,,
2017-10-25 17:00:00,140,41900,16330,18293,1280,,
2017-10-25 18:00:00,110,43290,19250,21289,1330,,
2017-10-25 19:00:00,90,41630,36540,41354,3140,,
2017-10-25 20:00:00,-20,41070,34000,36867,1870,,
2017-10-25 21:00:00,-90,34690,31760,33554,1170,,
2017-10-25 22:00:00,20,33300,28360,30553,1430,,
2017-10-25 23:00:00,130,32190,23240,25785,1660,,
2017-10-26 00:00:00,170,32190,17950,19652,1110,,
2017-10-26 01:00:00,240,24980,21140,22965,1190,,
2017-10-26 02:00:00,220,23310,15610,17879,1480,,
2017-10-26 03:00:00,-110,16930,7310,9135,1190,,
2017-10-26 04:00:00,-190,15540,6740,8212,960,,
2017-10-26 05:00:00,-140,11660,6650,8613,1280,,
2017-10-26 06:00:00,-30,11100,7270,9263,1300,,
2017-10-26 07:00:00,-50,18320,11120,14739,2360,,
2017-10-26 08:00:00,-40,19980,16310,22918,4310,,
2017-10-26 09:00:00,-120,12490,11400,17472,3960,,
2017-10-26 10:00:00,-170,11100,8640,13746,3330,,
2017-10-26 11:00:00,-160,7490,8160,13250,3320,,
2017-10-26 12:00:00,-200,6660,8000,11174,2070,,
2017-10-26 13:00:00,-240,17760,13200,18766,3630,,
2017-10-26 14:00:00,-110,19980,13260,17599,2830,,
2017-10-26 15:00:00,170,22760,15100,19102,2610,,
2017-10-26 16:00:00,360,23310,17340,20637,2150,,
2017-10-26 17:00:00,250,32470,18620,20813,1430,,
2017-10-26 18:00:00,350,34410,31720,33851,1390,,
2017-10-26 19:00:00,340,42460,36290,40047,2450,,
2017-10-26 20:00:00,400,44400,41890,55107,8620,,
2017-10-26 21:00:00,590,40790,37930,42821,3190,,
2017-10-26 22:00:00,400,39960,22420,24459,1330,,
2017-10-26 23:00:00,280,36350,21760,23554,1170,,
2017-10-27 00:00:00,210,35520,19360,21445,1360,,
2017-10-27 01:00:00,320,38300,19150,21097,1270,,
2017-10-27 02:00:00,310,38850,18470,19497,670,,
2017-10-27 03:00:00,200,36080,13580,15451,1220,,
2017-10-27 04:00:00,230,35520,10700,12479,1160,,
2017-10-27 05:00:00,170,43850,13440,14912,960,,
2017-10-27 06:00:00,260,45510,15390,18779,2210,,
2017-10-27 07:00:00,300,39410,18010,22487,2920,,
2017-10-27 08:00:00,370,37740,16280,23364,4620,,
2017-10-27 09:00:00,430,31360,11940,17659,3730,,
2017-10-27 10:00:00,1010,29970,11740,16524,3120,,
2017-10-27 11:00:00,1790,39130,9740,12929,2080,,
2017-10-27 12:00:00,2150,41070,10080,13070,1950,,
2017-10-27 13:00:00,1580,31640,14660,19582,3210,,
2017-10-27 14:00:00,500,29970,7690,9837,1400,,
2017-10-27 15:00:00,640,33580,11230,13668,1590,,
2017-10-27 16:00:00,780,34410,25840,31866,3930,,
2017-10-27 17:00:00,1020,49950,62850,84730,14270,,
2017-10-27 18:00:00,1430,53280,97360,175297,50830,,
2017-10-27 19:00:00,1170,71870,95510,156381,39700,,
2017-10-27 20:00:00,1260,76590,89050,151592,40790,,
2017-10-27 21:00:00,1220,67160,70270,115256,29340,,
2017-10-27 22:00:00,1200,65490,61350,92675,20430,,
2017-10-27 23:00:00,1020,65490,37840,46503,5650,,
2017-10-28 00:00:00,720,65490,26810,28926,1380,,
2017-10-28 01:00:00,630,68270,24100,25894,1170,,
2017-10-28 02:00:00,610,68820,23980,26510,1650,,
2017-10-28 03:00:00,490,61330,23500,24911,920,,
2017-10-28 04:00:00,610,59940,12590,13970,900,,
2017-10-28 05:00:00,570,63550,9890,11393,980,,
2017-10-28 06:00:00,620,64380,12030,13686,1080,,
2017-10-28 07:00:00,680,61610,13940,20242,4110,,
2017-10-28 08:00:00,870,61050,10380,16390,3920,,
2017-10-28 09:00:00,1880,47180,9800,15366,3630,,
2017-10-28 10:00:00,2740,44400,7610,11259,2380,,
2017-10-28 11:00:00,2400,52730,7930,10491,1670,,
2017-10-28 12:00:00,1830,54390,7100,9584,1620,,
2017-10-28 13:00:00,1370,58000,10350,14214,2520,,
2017-10-28 14:00:00,1840,58830,8910,11547,1720,,
2017-10-28 15:00:00,1620,54950,10070,12983,1900,,
2017-10-28 16:00:00,1690,54390,9100,11339,1460,,
2017-10-28 17:00:00,1500,62720,15940,19206,2130,,
2017-10-28 18:00:00,960,64380,48030,58349,6730,,
2017-10-28 19:00:00,1770,71600,90710,191462,65710,,
2017-10-28 20:00:00,1900,73260,69020,106938,24730,,
2017-10-28 21:00:00,1350,57440,56630,77927,13890,,
2017-10-28 22:00:00,1130,54390,19010,20697,1100,,
2017-10-28 23:00:00,1070,34970,14840,17002,1410,,
2017-10-29 00:00:00,970,31080,13430,15270,1200,,
2017-10-29 01:00:00,880,33020,14070,15419,880,,
2017-10-29 02:00:00,940,33300,9090,10623,1000,,
2017-10-29 03:00:00,820,23870,7140,8505,890,,
2017-10-29 04:00:00,870,22200,8110,9459,880,,
2017-10-29 05:00:00,840,24980,10290,10965,440,,
2017-10-29 06:00:00,700,25530,7500,8497,650,,
2017-10-29 07:00:00,750,20260,7560,8894,870,,
2017-10-29 08:00:00,870,18870,7010,10245,2110,,
2017-10-29 09:00:00,1450,11380,6090,9065,1940,,
2017-10-29 10:00:00,1540,9990,6800,9606,1830,,
2017-10-29 11:00:00,1850,9990,7460,10619,2060,,
2017-10-29 12:00:00,1880,9990,6880,9609,1780,,
2017-10-29 13:00:00,1510,9160,8040,9788,1140,,
2017-10-29 14:00:00,1130,8880,5640,7572,1260,,
2017-10-29 15:00:00,790,16370,12060,15249,2080,,
2017-10-29 16:00:00,1500,17760,21430,24083,1730,,
2017-10-29 17:00:00,1020,26920,41950,45431,2270,,
2017-10-29 18:00:00,1340,28860,52450,58936,4230,,
2017-10-29 19:00:00,1290,31640,54210,61631,4840,,
2017-10-29 20:00:00,1040,32190,44720,47909,2080,,
2017-10-29 21:00:00,1210,29420,32740,35255,1640,,
2017-10-29 22:00:00,1140,28860,62550,94734,20990,,
2017-10-29 23:00:00,920,24140,57720,75598,11660,,
2017-10-30 00:00:00,680,23310,42350,45279,1910,,
